formula,elements,num_atoms,a,b,c,alpha,beta,gamma,angle_deviation,angle_std,space_group_number,space_group_symbol,crystal_system,symprec_used,min_bond_length,max_bond_length,bond_length_range,min_coordination,max_coordination,fraction_sp,fraction_other,row_index,split,source_file,material_id,relative_energy,volume_ratio,lattice_asymmetry,bond_complexity,hybridization_diversity
C,C,12,3.60147,5.4418500000000005,4.80478,63.21701000000001,70.00121,59.97779,76.80399,4.176479968490211,1,P1,triclinic,0.01,1.462859868340923,1.6407842904642371,0.1779244221233142,4.0,4.0,0.0,0.0,8005,validation,huggingface,C-73655-1582-61,0.3347178333333431,5.996164343030788,0.8451243520007108,0.0308381619526683,-1.0000000826903709e-10
C,C,6,2.48719,4.3042,4.30739,59.99138000000001,54.69821999999999,73.20139,82.10901,7.780954004880553,227,Fd-3m,cubic,0.01,1.5214025893981502,1.522889779723608,0.0014871903254578,4.0,4.0,0.0,0.0,8006,validation,huggingface,C-176689-6597-14,0.0117989999999963,5.431391159394597,1.4623772208797878,0.0003602038933549,-1.0000000826903709e-10
C,C,10,2.48494,6.023320000000001,4.59859,64.55648,74.29981,65.64754,65.49617,4.358703522396945,5,C2,monoclinic,0.01,1.474366868544844,1.6038694175755177,0.1295025490306736,4.0,4.0,0.0,0.0,8007,validation,huggingface,C-96711-312-37,0.1711763333333351,5.625735694032241,2.27451367035019,0.021314973313163,-1.0000000826903709e-10
C,C,6,3.62548,3.622240000000001,4.82507,111.9735,130.51795,78.7226,73.76885,21.427597102374005,2,P-1,triclinic,0.01,1.3769647202481985,1.4454448005121343,0.068480080263936,3.0,3.0,0.0,0.0,8008,validation,huggingface,C-152579-4602-32,0.4269919999999843,7.428167291685235,0.3317712413252867,0.0176683561100234,-1.0000000826903709e-10
C,C,12,3.871220000000001,3.34935,5.66437,76.29354,84.72488,81.02644,27.95514000000001,3.450705162059877,1,P1,triclinic,0.01,1.4185234934036532,1.762862185997294,0.3443386925936407,4.0,4.0,0.0,0.0,8009,validation,huggingface,C-73667-436-7,0.4534911666666517,5.863666510570091,0.598007863154251,0.0506580285780714,-1.0000000826903709e-10
C,C,10,2.48435,4.99653,4.77305,83.41664,105.06423,89.98612,21.66147000000001,9.062288289944584,8,Cm,monoclinic,0.01,1.4515890463022387,1.6134770978706556,0.1618880515684169,4.0,4.0,0.0,0.0,8010,validation,huggingface,C-28248-2845-5,0.1851293333333217,5.680729016256821,1.9324491315635888,0.0184473530037913,-1.0000000826903709e-10
C,C,8,2.42805,3.83007,6.63986,75.05591,71.64025,92.60369000000004,35.90753000000004,9.18366383432864,12,C2/m,monoclinic,0.01,1.399453131671211,1.4036209050496082,0.0041677733783969,3.0,3.0,0.0,0.0,8011,validation,huggingface,C-73659-6673-42,0.1354390833333241,7.010012155755645,2.312073474598958,0.0012885903460048,-1.0000000826903709e-10
C,C,10,2.44606,3.64284,8.01025,90.66896,81.11017,109.55777,29.11656000000002,11.820056191068732,1,P1,triclinic,0.01,1.398002722221035,1.6005899588472532,0.2025872366262182,3.0,4.0,0.0,0.0,8012,validation,huggingface,C-92120-3753-30,0.3028563333333238,6.638860115775843,2.76402459465426,0.0381046413732909,0.6730116668092565
C,C,10,2.48284,4.2681,5.5681,105.01452999999998,90.0443,90.02616,15.08498999999999,7.061313621647638,11,P2_1/m,monoclinic,0.01,1.50847174750297,1.5427720651176131,0.034300317614643,4.0,4.0,0.0,0.0,8013,validation,huggingface,C-28215-4713-23,0.1516813333333289,5.699074946542543,1.9616729229430807,0.0084472148805285,-1.0000000826903709e-10
C,C,16,2.48366,3.80773,10.48081,100.53196,96.83976,89.99992999999999,17.37179000000002,4.363220920245353,1,P1,triclinic,0.01,1.444060650504699,1.5865992475748203,0.1425385970701218,4.0,4.0,0.0,0.0,8014,validation,huggingface,C-9616-927-51,0.4291147083333442,6.045669864828183,3.753017723843038,0.0216163161784644,-1.0000000826903709e-10
C,C,8,3.31932,3.33239,4.68078,110.86102,90.15444,90.05636,21.07181999999999,9.784375030847226,1,P1,triclinic,0.01,1.4714480954250602,1.5992022017743,0.1277541063492397,4.0,4.0,0.0,0.0,8015,validation,huggingface,C-47638-2587-2,0.4104290833333266,6.047631562444484,0.4140998758781924,0.029689998175703,-1.0000000826903709e-10
C,C,8,3.7935400000000006,4.65337,4.6794,76.24423,76.32576,48.41048000000001,69.01952999999999,13.140214541127806,2,P-1,triclinic,0.01,1.3714096111617304,1.466796687815431,0.0953870766537006,3.0,3.0,0.0,0.0,8016,validation,huggingface,C-57172-7289-51,0.3649465833333352,7.457173972265063,0.460174401746126,0.0264909227837612,-1.0000000826903709e-10
C,C,8,3.31665,3.3357400000000004,4.68,69.14839000000002,89.82889,90.06414,21.086859999999973,9.804800529870832,1,P1,triclinic,0.01,1.469468895857854,1.5992728293899483,0.1298039335320944,4.0,4.0,0.0,0.0,8017,validation,huggingface,C-170914-4021-49,0.4090115833333243,6.048203711750891,0.4168181749657034,0.0298825747674166,-1.0000000826903709e-10
C,C,8,2.54011,2.48309,7.46,90.00155,80.22625,90.01274,9.788039999999995,4.610760383496656,10,P2/m,monoclinic,0.01,1.3137730398870526,1.5566288348429669,0.2428557949559142,3.0,4.0,0.0,0.0,8018,validation,huggingface,C-145335-4867-5,0.2055140833333268,5.796210847321087,1.9593285330162868,0.0389809155128653,0.5623351444188083
C,C,6,2.46138,3.39727,5.31281,95.78602,89.98965000000001,68.87996,26.916409999999985,11.562165223005016,5,C2,monoclinic,0.01,1.3999725480126513,1.589767615404773,0.1897950673921218,3.0,4.0,0.0,0.0,8019,validation,huggingface,C-40097-8776-21,0.3975936666666655,6.866392929579895,1.538697803671111,0.0401619512932524,0.6365141680948128
C,C,6,2.49097,4.354749999999999,3.59378,84.29622,69.66412,73.39173999999998,42.64792000000001,6.208427832343893,12,C2/m,monoclinic,0.01,1.513443881279299,1.5690932258806891,0.0556493446013903,4.0,4.0,0.0,0.0,8020,validation,huggingface,C-130559-5355-28,0.3577006666666591,5.838156358812042,1.1909376668526717,0.0122161629929992,-1.0000000826903709e-10
C,C,6,2.48172,3.68956,4.21597,104.73306,90.01509999999999,109.64546,34.39362,8.340670463665784,2,P-1,triclinic,0.01,1.4919588647890731,1.5701428023400557,0.0781839375509825,4.0,4.0,0.0,0.0,8021,validation,huggingface,C-172945-2721-48,0.2446433333333288,5.834117448598655,1.1855044082329995,0.0158440890248934,-1.0000000826903709e-10
C,C,6,2.475,3.72212,4.24875,115.98026,89.9988,89.99855,25.982910000000004,12.247836626741703,63,Cmcm,orthorhombic,0.01,1.4986969326759854,1.541160096152649,0.0424631634766636,4.0,4.0,0.0,0.0,8022,validation,huggingface,C-126183-8981-36,0.2631900000000087,5.8641981070641584,1.2205535353535353,0.0094582155332274,-1.0000000826903709e-10
C,C,10,2.4754,4.5965,6.15583,56.90183,90.07074000000001,90.10617000000002,33.27508000000004,15.644331741378064,10,P2/m,monoclinic,0.01,1.42769792792686,1.624634106511813,0.196936178584953,3.0,4.0,0.0,0.0,8023,validation,huggingface,C-72748-2386-29,0.3592853333333323,5.86767118659896,2.343673749697019,0.0322436189494001,0.5004024233381879
C,C,8,3.4325399999999995,3.49385,4.61956,111.59972,87.38618,94.75079,28.964330000000004,10.134755612514793,2,P-1,triclinic,0.01,1.361866864421074,1.5953128897010411,0.2334460252799672,3.0,4.0,0.0,0.0,8024,validation,huggingface,C-47650-9988-38,0.4354490833333386,6.415897891840135,0.36367529584506,0.0592267338342934,0.6931471803599453
C,C,12,2.49004,5.290159999999999,6.53767,76.38205,67.59135,61.94344000000001,64.08315999999998,5.940901096917499,1,P1,triclinic,0.01,1.424563645845554,1.703039730962058,0.278476085116504,4.0,4.0,0.0,0.0,8025,validation,huggingface,C-76034-2029-33,0.4712194999999894,5.841093701231068,2.7500562239964013,0.0443007849098095,-1.0000000826903709e-10
C,C,10,2.44835,4.75987,5.01319,87.79497,92.02902,97.71047,11.944519999999995,4.062336407030919,1,P1,triclinic,0.01,1.4560629002064305,1.5819248534356334,0.1258619532292029,3.0,4.0,0.0,0.0,8026,validation,huggingface,C-152607-7999-49,0.4534593333333134,5.782477656947072,1.991692364245308,0.026691964610812,0.5004024233381879
C,C,18,2.43698,6.950650000000001,6.23542,85.76305,89.99662999999998,100.08903,14.329350000000003,6.009376380446363,1,P1,triclinic,0.01,1.440263251095379,1.6431703367724844,0.2029070856771053,3.0,4.0,0.0,0.0,8027,validation,huggingface,C-150727-9004-14,0.3503736666666839,5.760708572279119,3.4108240527209905,0.0369152762701387,0.5297061988576545
C,C,16,2.50752,5.441370000000001,7.02328,86.10326999999998,80.2214,73.23790000000001,30.43743000000001,5.258679726401537,1,P1,triclinic,0.01,1.2851509235466698,1.603964037506495,0.3188131139598251,3.0,4.0,0.0,0.0,8028,validation,huggingface,C-13688-7681-31,0.3304078333333393,5.650311418286957,2.970907510209291,0.0380462568927135,0.3767701610564367
C,C,12,4.27719,3.6499799999999993,4.63279,108.29315,84.73677,92.78976,26.34613999999999,9.775870453636792,2,P-1,triclinic,0.01,1.4623761194082945,1.6316365016894674,0.1692603822811729,4.0,4.0,0.0,0.0,8029,validation,huggingface,C-134208-315-15,0.3661294999999995,5.697147660331321,0.2297793644893027,0.0277895807399357,-1.0000000826903709e-10
C,C,10,2.45904,3.1733800000000003,9.42499,90.40977999999998,89.99540000000002,112.81509,23.229469999999964,10.66097701733132,8,Cm,monoclinic,0.01,1.3573920451628334,1.5831243387352925,0.225732293572459,3.0,4.0,0.0,0.0,8030,validation,huggingface,C-189692-2339-19,0.2697213333333366,6.779130086568793,3.123287949769016,0.0506071732708257,0.6730116668092565
C,C,6,2.45341,5.85932,4.5453,52.77693999999999,74.66736,102.25233,64.80803000000003,20.24279096185823,2,P-1,triclinic,0.01,1.312519554485818,1.5570164216755995,0.2444968671897815,3.0,4.0,0.0,0.0,8031,validation,huggingface,C-184058-8674-37,0.351949333333323,7.315195987688665,2.2408810594234154,0.0451877766906857,0.6365141680948128
C,C,16,3.31028,3.31126,9.79863,86.37795,109.78659000000002,100.65863,34.06727000000002,9.633401970191477,1,P1,triclinic,0.01,1.369770314302765,1.5812623936954189,0.2114920793926535,3.0,4.0,0.0,0.0,8032,validation,huggingface,C-13640-2755-14,0.2755797083333391,6.207490044279775,1.960356827821212,0.0459161213187448,0.6931471803599453
C,C,8,3.2869,4.14849,4.14949,69.19547,102.66043000000002,77.2102,46.25476000000002,14.26671982788928,12,C2/m,monoclinic,0.01,1.462816489109672,1.6178408984923849,0.1550244093827129,4.0,4.0,0.0,0.0,8033,validation,huggingface,C-80180-6260-46,0.3964003333333323,6.093710310816627,0.5245611366333018,0.0357211823037233,-1.0000000826903709e-10
C,C,12,3.7262,4.468730000000001,4.82036,74.29081,110.61342,102.36758,48.69019,15.547886201991147,2,P-1,triclinic,0.01,1.4541094065765865,1.627170774466208,0.1730613678896218,4.0,4.0,0.0,0.0,8034,validation,huggingface,C-102871-6259-54,0.4104903333333141,5.974055332401673,0.4929123503837693,0.0280782995835561,-1.0000000826903709e-10
C,C,8,2.46723,4.51616,5.12231,90.04519,89.96709,123.12137,33.199470000000005,15.610701690118436,6,Pm,monoclinic,0.01,1.40820280151197,1.553836242019368,0.1456334405073982,3.0,4.0,0.0,0.0,8035,validation,huggingface,C-57152-1382-41,0.4477128333333269,5.975128751770859,1.906595655856974,0.0246866603832556,0.5623351444188083
C,C,12,2.4842200000000005,4.15766,7.71472,57.39946,90.03733,90.00816,32.64603,15.37876864278874,4,P2_1,monoclinic,0.01,1.4913072751078147,1.563378497310951,0.0720712222031363,4.0,4.0,0.0,0.0,8036,validation,huggingface,C-134191-3585-26,0.1338128333333372,5.593975945037841,2.779117791499946,0.0146486200467721,-1.0000000826903709e-10
C,C,8,3.79284,4.27445,4.07954,65.01074,71.48171,49.01815999999998,84.48939000000001,9.441322567426674,2,P-1,triclinic,0.01,1.4606384348285342,1.583766120325289,0.1231276854967549,4.0,4.0,0.0,0.0,8037,validation,huggingface,C-148223-6845-59,0.3297615833333225,5.646962128091354,0.2025685238502019,0.0258581762894486,-1.0000000826903709e-10
C,C,14,3.33887,5.10487,5.29245,71.82885,72.65072,76.28927,49.23115999999999,1.9382083071113767,1,P1,triclinic,0.01,1.436203517405706,1.6302932144667688,0.1940896970610628,4.0,4.0,0.0,0.0,8038,validation,huggingface,C-13921-7340-42,0.4285481904761923,5.76934856985379,1.1140236067891234,0.032839599422127,-1.0000000826903709e-10
C,C,8,2.42546,4.15468,6.27587,110.32721,101.09685000000002,90.0942,31.51826000000001,8.27064787474489,1,P1,triclinic,0.01,1.383880380367604,1.51536636810321,0.1314859877356058,3.0,4.0,0.0,0.0,8039,validation,huggingface,C-13669-3058-4,0.3211503333333212,7.254160346912345,2.3004419780165417,0.0348203802952123,0.5623351444188083
C,C,8,2.53932,5.26098,5.25977,47.82025999999998,103.02923,103.00948,68.21845000000002,25.661792470681043,8,Cm,monoclinic,0.01,1.3673756933968602,1.5862781800458727,0.2189024866490125,3.0,4.0,0.0,0.0,8040,validation,huggingface,C-56473-8976-14,0.4528403333333415,6.308115594612022,2.1431367452703878,0.0516827272078925,0.6931471803599453
C,C,24,2.46857,7.0872,9.70824,118.67803000000002,90.02337000000001,110.36515,49.06655000000004,12.036894796963026,1,P1,triclinic,0.01,1.4129329727274964,1.6255867343557109,0.2126537616282142,3.0,4.0,0.0,0.0,8041,validation,huggingface,C-27851-6891-36,0.2730490833333192,5.698928614215391,4.803712270666823,0.0243384558921346,0.2868359828561606
C,C,6,2.48416,4.303660000000001,4.29927,99.75852,106.63116,125.20814,61.59782000000001,10.749783070857236,227,Fd-3m,cubic,0.01,1.520711056349409,1.5222205082982256,0.0015094519488165,4.0,4.0,0.0,0.0,8042,validation,huggingface,C-92124-4005-40,0.0158943333333354,5.422301683290574,1.4631142921550946,0.0003591378264536,-1.0000000826903709e-10
C,C,6,2.49098,3.59413,4.35407,95.72387,106.62005999999998,69.63578999999999,42.70814,15.517556730775055,12,C2/m,monoclinic,0.01,1.5148548309688612,1.5685719678113137,0.0537171368424524,4.0,4.0,0.0,0.0,8043,validation,huggingface,C-170335-8559-31,0.3597528333333457,5.836407319142239,1.1907923789030823,0.0121705300331044,-1.0000000826903709e-10
C,C,16,2.41433,6.488020000000001,7.51279,98.10387,96.49114,71.74102999999998,32.85398000000002,12.065415109728589,1,P1,triclinic,0.01,1.367982092953136,1.591369712482399,0.2233876195292625,3.0,4.0,0.0,0.0,8044,validation,huggingface,C-90804-2418-51,0.4821147083333414,6.896461453466093,3.799045697978321,0.0396257338686803,0.5623351444188083
C,C,6,2.8172600000000005,3.63752,4.85773,103.81371,72.38444,76.26592000000001,45.16335000000001,13.991051241606788,2,P-1,triclinic,0.01,1.3793198966791105,1.4434276504567916,0.064107753777681,3.0,3.0,0.0,0.0,8045,validation,huggingface,C-92144-1112-26,0.4560639999999978,7.236520275402441,1.01542988577554,0.0155216544594582,-1.0000000826903709e-10
C,C,6,3.27037,3.2728399999999995,3.63403,75.43037,75.43232,80.82698,38.31032999999999,2.5435268561192768,2,P-1,triclinic,0.01,1.3445796170896156,1.5697146086586689,0.2251349915690532,3.0,4.0,0.0,0.0,8046,validation,huggingface,C-157674-4910-21,0.3557794999999828,6.040495708307765,0.1119536933129887,0.0399489146625386,0.6365141680948128
C,C,14,3.32594,6.032119999999999,5.88964,107.42587,118.05073,96.25537,51.73197,8.898847851761486,1,P1,triclinic,0.01,1.3476982043904877,1.6517601177396748,0.3040619133491873,3.0,4.0,0.0,0.0,8047,validation,huggingface,C-152605-7685-10,0.4765481904761941,6.786857935494811,1.584478373031383,0.051151178107604,0.5982695883852572
C,C,10,4.3711,4.205210000000001,4.28883,67.52875,84.20850999999999,83.87361999999999,34.38912000000002,7.785180510906597,12,C2/m,monoclinic,0.01,1.4000180142487064,1.4033168522352302,0.0032988379865237,3.0,3.0,0.0,0.0,8048,validation,huggingface,C-152595-6978-6,0.1168303333333256,7.227760718905839,0.0567728946946991,0.00071752272007,-1.0000000826903709e-10
C,C,14,2.46305,5.07967,7.04181,73.86033,79.92797,90.02647000000002,26.23817000000001,6.6678335638696575,1,P1,triclinic,0.01,1.3286221008158832,1.654789242529606,0.3261671417137228,3.0,4.0,0.0,0.0,8049,validation,huggingface,C-53838-1497-32,0.26165890476193,5.943893528638289,2.9213292462597185,0.0405321235698994,0.5982695883852572
C,C,8,2.44142,3.39957,8.11799,112.53656,98.53764,111.12711,52.20130999999999,6.2933038960275525,1,P1,triclinic,0.01,1.3969502346974432,1.5967303756043345,0.1997801409068913,3.0,4.0,0.0,0.0,8050,validation,huggingface,C-80146-3724-51,0.4417828333333204,6.842882486671682,2.717566006668251,0.0430480065425029,0.6931471803599453
C,C,16,3.5102099999999994,3.38173,8.30541,95.09824,96.56416,91.2855,12.94789999999999,2.224863520148792,1,P1,triclinic,0.01,1.38453906309945,1.6048926495481286,0.2203535864486787,3.0,4.0,0.0,0.0,8051,validation,huggingface,C-56491-7685-15,0.2722353333333274,6.093957715149509,1.402673914096308,0.0366015678658762,0.5623351444188083
C,C,14,2.47173,4.51951,7.83505,100.87721000000002,90.01009,105.82387,26.711170000000024,6.60504336042963,1,P1,triclinic,0.01,1.4155871008835783,1.6179111948523772,0.2023240939687989,3.0,4.0,0.0,0.0,8052,validation,huggingface,C-92142-9665-13,0.4546853333333445,5.89800794528827,2.998345288522614,0.0297693416755694,0.410116318088409
C,C,12,2.47813,4.288749999999999,6.77842,65.05281,89.99428,90.00306000000002,24.955970000000026,11.75959172530049,166,R-3m,trigonal,0.01,1.5182230414442273,1.5426821389737746,0.0244590975295473,4.0,4.0,0.0,0.0,8053,validation,huggingface,C-47627-477-48,0.0267411666666816,5.4433240216619945,2.465936008199731,0.0055853612925589,-1.0000000826903709e-10
C,C,6,2.48198,3.68803,4.89569,67.05611,59.49063,70.36757,73.08569,4.552289762374782,12,C2/m,monoclinic,0.01,1.4919979352001045,1.5710101814064157,0.0790122462063109,4.0,4.0,0.0,0.0,8054,validation,huggingface,C-126189-1477-48,0.245096999999987,5.835280083727003,1.4584162644340408,0.0158113381472718,-1.0000000826903709e-10
C,C,6,2.89266,4.182199999999999,4.8144,83.99678000000002,108.9435,58.57513999999999,56.37158,20.56310154983004,2,P-1,triclinic,0.01,1.38164555450913,1.4447778320049562,0.0631322774958262,3.0,3.0,0.0,0.0,8055,validation,huggingface,C-136251-4147-28,0.4101686666666637,7.370002066515642,1.110147753278989,0.0152194662831907,-1.0000000826903709e-10
C,C,14,2.4650800000000004,5.159430000000001,6.70642,108.50197,95.55324000000002,93.24014,27.295350000000013,6.71601316235061,1,P1,triclinic,0.01,1.4025334046148927,1.678633516779311,0.2761001121644182,3.0,4.0,0.0,0.0,8056,validation,huggingface,C-141065-1801-45,0.4314746190476057,5.725867993894491,2.8135760299868564,0.0374232479052147,0.410116318088409
C,C,12,3.44698,3.43779,6.52137,99.57666,99.56011,86.99717000000001,22.139599999999987,5.926131434457608,1,P1,triclinic,0.01,1.3869410355949754,1.6156611636117106,0.2287201280167352,3.0,4.0,0.0,0.0,8057,validation,huggingface,C-142746-5299-59,0.3837753333333182,6.259882446685232,0.8945743810523995,0.0475333143399859,0.6931471803599453
C,C,8,4.2889,4.20791,3.36946,78.06807,102.41463,99.50121,33.84777000000001,10.855733202064243,2,P-1,triclinic,0.01,1.3976736951211717,1.4040369535882526,0.0063632584670809,3.0,3.0,0.0,0.0,8058,validation,huggingface,C-142769-958-24,0.1167665833333444,7.204978244223404,0.2332602765277809,0.0017203571117434,-1.0000000826903709e-10
C,C,12,2.47213,6.41028,5.0338,119.72709,94.63259,101.45577,45.81545,10.594185250539828,2,P-1,triclinic,0.01,1.4634470888471365,1.6141681527264689,0.1507210638793323,4.0,4.0,0.0,0.0,8059,validation,huggingface,C-56514-5809-32,0.2969078333333357,5.530825406548221,2.6292387536254163,0.0235336176435945,-1.0000000826903709e-10
C,C,8,2.4848599999999994,4.08818,4.6768,83.29718,74.56434,90.01091,22.14939,6.323968424822781,12,C2/m,monoclinic,0.01,1.4833278322130357,1.5980874800874485,0.1147596478744128,4.0,4.0,0.0,0.0,8060,validation,huggingface,C-34611-1398-36,0.1894015833333355,5.6823239558293785,1.5273536537269712,0.0223843085159871,-1.0000000826903709e-10
C,C,8,3.40887,4.58025,3.35227,111.48711,92.09414,89.21339000000002,24.36785999999998,9.89109930202008,1,P1,triclinic,0.01,1.3736998880544191,1.5697785038289926,0.1960786157745733,3.0,4.0,0.0,0.0,8061,validation,huggingface,C-47668-7767-20,0.3549803333333443,6.083798569466971,0.3602308096231305,0.0309153872171334,0.5623351444188083
C,C,10,3.40983,3.4100399999999995,6.30155,111.86115999999998,111.86077,93.91305,47.63498,8.46072827127126,8,Cm,monoclinic,0.01,1.359872920697564,1.621295285165166,0.2614223644676019,3.0,4.0,0.0,0.0,8062,validation,huggingface,C-41282-3668-20,0.4632193333333418,6.126551889549416,0.8481155952056263,0.0383740627299696,0.5004024233381879
C,C,8,2.44724,3.37621,7.53163,78.19074000000002,90.06393000000001,111.33942,33.21261,13.71314900726306,1,P1,triclinic,0.01,1.3967619915380054,1.5913057301648958,0.1945437386268904,3.0,4.0,0.0,0.0,8063,validation,huggingface,C-9612-1722-34,0.3685078333333251,7.06902134681602,2.457200764943365,0.0424388161028505,0.6931471803599453
C,C,8,2.4759899999999995,4.86124,4.79369,67.92475,89.99883,59.37644999999998,52.69997000000002,12.90163037759527,65,Cmmm,orthorhombic,0.01,1.50626782764416,1.5493505308591338,0.0430827032149738,4.0,4.0,0.0,0.0,8064,validation,huggingface,C-34660-1476-42,0.1502603333333354,5.583301213608573,1.8994220493620737,0.0115578718564018,-1.0000000826903709e-10
C,C,8,2.52766,4.29509,5.0744,59.690700000000014,83.261,94.96585,42.01415,14.670070677459822,2,P-1,triclinic,0.01,1.3010465526479675,1.5890355237155918,0.2879889710676242,3.0,4.0,0.0,0.0,8065,validation,huggingface,C-73635-4417-26,0.4868490833333396,5.81798066367551,1.7067841402720303,0.046222324178683,0.5623351444188083
C,C,22,2.4567,8.051379999999998,7.68247,85.74816,101.46808,92.05878,17.778700000000015,6.45905682898741,1,P1,triclinic,0.01,1.3272127867758636,1.6786111495395009,0.3513983627636372,3.0,4.0,0.0,0.0,8066,validation,huggingface,C-57159-908-56,0.4805648787878738,6.749064060030715,4.404465339683314,0.0500582504750046,0.6554817737013927
C,C,14,2.45543,5.09937,6.64766,93.20843,85.95665,92.73547,9.987250000000016,3.312676073683569,1,P1,triclinic,0.01,1.3317025902548054,1.6638879517551863,0.3321853615003809,3.0,4.0,0.0,0.0,8067,validation,huggingface,C-126169-9026-7,0.3593224761904707,5.91563387360859,2.784102988071337,0.0453777232217927,0.5982695883852572
C,C,6,2.47506,4.2470300000000005,3.72259,64.03413,89.9997,89.99914,25.96703,12.240155091785216,63,Cmcm,orthorhombic,0.01,1.4986123989502595,1.5407518037062016,0.042139404755942,4.0,4.0,0.0,0.0,8068,validation,huggingface,C-53848-9695-45,0.2691806666666707,5.863423788108944,1.219970424959395,0.0094895568741633,-1.0000000826903709e-10
C,C,10,2.42787,4.17009,7.01598,85.98574000000002,89.95556999999998,89.98256000000002,4.076129999999978,1.877789740963197,6,Pm,monoclinic,0.01,1.38449651522344,1.5135990699490267,0.1291025547255866,3.0,4.0,0.0,0.0,8069,validation,huggingface,C-172951-5413-12,0.2793313333333458,7.085855196937804,2.6073595373722647,0.0329655896144965,0.5004024233381879
C,C,6,3.18204,4.81617,3.27386,77.07807,68.96535000000002,101.90229999999998,45.85887999999997,14.011508350058364,2,P-1,triclinic,0.01,1.3675151436815478,1.4286404874437109,0.061125343762163,3.0,3.0,0.0,0.0,8070,validation,huggingface,C-130534-5496-31,0.4275548333333461,7.220122484094461,0.5424036152908194,0.0134993522241346,-1.0000000826903709e-10
C,C,16,2.4273,5.692019999999999,7.88882,101.93169000000002,83.21182,94.6388,23.35867000000001,7.704224305098259,1,P1,triclinic,0.01,1.3574013294419631,1.551731964138592,0.1943306346966287,3.0,4.0,0.0,0.0,8071,validation,huggingface,C-56505-7826-23,0.3468172083333343,6.607039538732057,3.59503975610761,0.0408542496084326,0.6615632379579821
C,C,6,3.68723,2.4808,4.22142,89.95097,105.0753,109.62534,34.74967000000001,8.409842493223179,12,C2/m,monoclinic,0.01,1.4919088748036458,1.5773789620263126,0.0854700872226668,4.0,4.0,0.0,0.0,8072,validation,huggingface,C-96698-840-38,0.2458501666666563,5.826738828769646,0.4720671072864996,0.0162949976041461,-1.0000000826903709e-10
C,C,6,2.49038,4.3538,3.59364,95.70737,69.67525,106.6265,42.65862,15.500156086001914,69,Fmmm,orthorhombic,0.01,1.512507280449109,1.568409510435971,0.0559022299868616,4.0,4.0,0.0,0.0,8073,validation,huggingface,C-157681-4063-28,0.3598788333333402,5.835138506643802,1.1912559529067852,0.0122324690669741,-1.0000000826903709e-10
C,C,6,2.51294,4.11255,4.18803,119.46101,107.4724,89.99035,46.94305999999999,12.100820186941414,71,Immm,orthorhombic,0.01,1.3599185528381768,1.5697828458295533,0.2098642929913765,3.0,4.0,0.0,0.0,8074,validation,huggingface,C-141074-4201-46,0.3240830000000017,5.895781212777909,1.3031349733777968,0.0416592548963183,0.6365141680948128
C,C,6,4.07561,3.63396,3.22929,82.83868,98.1633,69.45935,35.86527000000001,11.727305246000324,2,P-1,triclinic,0.01,1.370064780400282,1.428206387890353,0.0581416074900709,3.0,3.0,0.0,0.0,8075,validation,huggingface,C-193948-359-7,0.4533344999999826,7.2567783023594385,0.3160189517642757,0.0143567316855952,-1.0000000826903709e-10
C,C,8,2.43763,4.68784,5.74022,127.73201,115.13844,75.03165999999999,77.83879000000002,22.470916258418725,8,Cm,monoclinic,0.01,1.4523331579227916,1.5644786345369008,0.1121454766141092,3.0,4.0,0.0,0.0,8076,validation,huggingface,C-142803-3273-60,0.3888390833333233,5.870489571069316,2.277950304188904,0.024712954363129,0.5623351444188083
C,C,8,2.468700000000001,3.78422,5.68769,89.91188000000001,64.09687000000001,89.95468,26.036569999999983,12.179413008735498,6,Pm,monoclinic,0.01,1.4062262756701345,1.554047530210948,0.1478212545408135,3.0,4.0,0.0,0.0,8077,validation,huggingface,C-177276-5156-34,0.4489140833333351,5.97458369673274,1.8368007453315496,0.0251483448726514,0.5623351444188083
C,C,12,2.43244,6.408639999999999,5.93883,75.45312,80.51711,79.27276999999998,34.75700000000002,2.15463590319932,2,P-1,triclinic,0.01,1.3969011053492284,1.4102644568274985,0.01336335147827,3.0,3.0,0.0,0.0,8078,validation,huggingface,C-57140-5474-28,0.094072833333314,7.280337396521429,3.076166318593675,0.0037786691285289,-1.0000000826903709e-10
C,C,6,2.48755,2.4881899999999995,6.57546,100.9034,79.12124,59.97928,51.80288000000001,16.71878758456951,227,Fd-3m,cubic,0.01,1.5217003457577454,1.5241546581690992,0.0024543124113538,4.0,4.0,0.0,0.0,8079,validation,huggingface,C-96678-2884-37,0.012722999999994,5.437374927168123,1.6436051536652525,0.0004315040802194,-1.0000000826903709e-10
C,C,18,2.45342,6.911239999999999,7.31764,95.97922,99.3852,83.31028000000002,22.05413999999997,6.91621117769612,1,P1,triclinic,0.01,1.3937660691157805,1.702595892343986,0.3088298232282056,3.0,4.0,0.0,0.0,8080,validation,huggingface,C-104314-6880-32,0.463405333333327,6.729148445302602,3.799610339852125,0.0423726074292891,0.5297061988576545
C,C,8,3.40439,4.66782,4.2803,84.43821999999999,106.01427,116.64161,48.21766000000001,13.397863082389923,2,P-1,triclinic,0.01,1.373406196221995,1.46654996898933,0.0931437727673349,3.0,3.0,0.0,0.0,8081,validation,huggingface,C-90843-1323-40,0.3596628333333456,7.301152253452524,0.6284062636771934,0.0268121132339481,-1.0000000826903709e-10
